FOLDER_NAME,FOLDER_TYPE,FILE_NAME,EXTENSION,URL_IMAGE
219542,PRODUCT,024183741_Main,jpeg,https://ocs-k8s-prod.s3.ap-southeast-1.amazonaws.com/PRODUCT_1592373206525.jpeg
